"date","year","month","unit_FX","indicator","code","value"
"2024-01-31",2024,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",208.2171424
"2024-02-29",2024,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",209.40258415999998
"2024-03-31",2024,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",205.06130463999997
"2024-04-30",2024,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",211.25523159000002
"2024-05-31",2024,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",210.41468688000003
"2016-12-31",2016,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",3.38758
"2017-01-31",2017,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",3.40361
"2017-02-28",2017,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",3.4069000000000003
"2017-03-31",2017,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",3.38709
"2017-04-30",2017,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.362119999999999
"2017-05-31",2017,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.3353
"2017-06-30",2017,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.32621
"2017-07-31",2017,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.307849999999998
"2017-08-31",2017,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.305509999999999
"2017-09-30",2017,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.30569
"2017-10-31",2017,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.341240000000001
"2017-11-30",2017,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.358969999999999
"2017-12-31",2017,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.3568999999999996
"2018-01-31",2018,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.32567
"2018-02-28",2018,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.328909999999999
"2018-03-31",2018,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.320539999999999
"2018-04-30",2018,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.34988
"2018-05-31",2018,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.345470000000001
"2018-06-30",2018,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.34016
"2018-07-31",2018,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.327379999999999
"2018-08-31",2018,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.3448400000000005
"2018-09-30",2018,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.344389999999999
"2018-10-31",2018,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.3739099999999995
"2018-11-30",2018,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.365809999999999
"2018-12-31",2018,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.35375
"2019-01-31",2019,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.37805
"2019-02-28",2019,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.40442
"2019-03-31",2019,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.377959999999999
"2019-04-30",2019,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.331340000000001
"2019-05-31",2019,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.32243
"2019-06-30",2019,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2019-07-31",2019,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2019-08-31",2019,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2019-09-30",2019,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2019-10-31",2019,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2019-11-30",2019,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2019-12-31",2019,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-01-31",2020,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-02-29",2020,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-03-31",2020,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-04-30",2020,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-05-31",2020,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-06-30",2020,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-07-31",2020,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-08-31",2020,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-09-30",2020,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-10-30",2020,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-11-30",2020,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2020-12-31",2020,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-01-31",2021,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-02-28",2021,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-03-31",2021,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-04-30",2021,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-05-31",2021,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-06-30",2021,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-07-31",2021,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-08-31",2021,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-09-30",2021,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",0
"2021-10-31",2021,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.074999999999998
"2021-11-30",2021,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.543499999999999
"2021-12-31",2021,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.3543819999999975
"2022-01-31",2022,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.354381999999999
"2022-02-28",2022,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.3543819999999975
"2022-03-31",2022,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.354381999999999
"2022-04-30",2022,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.354381999999999
"2022-05-31",2022,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.338659123500001
"2022-06-30",2022,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.3228330946
"2022-07-31",2022,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.3110517665999994
"2022-08-31",2022,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.332365757100001
"2022-09-30",2022,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.624241607599999
"2022-10-31",2022,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.292645849599999
"2022-11-30",2022,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.508195674999999
"2022-12-31",2022,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",9.166102476523337
"2023-01-31",2023,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",8.978042783083334
"2023-02-28",2023,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",8.789982959702225
"2023-03-31",2023,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",8.575088718900002
"2023-04-30",2023,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",8.3602484781
"2023-05-31",2023,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.822122471999999
"2023-06-30",2023,6,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.263957264399999
"2023-07-31",2023,7,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",6.707419231399999
"2023-08-31",2023,8,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",6.155685178899998
"2023-09-30",2023,9,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.658346749099999
"2023-10-31",2023,10,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",4.6672651818
"2023-11-30",2023,11,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",5.298579864699999
"2023-12-31",2023,12,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.180095160499999
"2024-01-31",2024,1,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.138428493800001
"2024-02-29",2024,2,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.096761827099999
"2024-03-31",2024,3,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.0550951604000005
"2024-04-30",2024,4,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",7.013428493700001
"2024-05-31",2024,5,"մլրդ դրամ","ներքին երաշխիքներ","AMD.1.2.4.",6.971761827
"2016-12-31",2016,12,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",244.22738352002716
"2017-01-31",2017,1,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",248.56608635559218
"2017-02-28",2017,2,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",248.80783017405977
"2017-03-31",2017,3,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",250.59739885515586
"2017-04-30",2017,4,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",253.5385051752066
"2017-05-31",2017,5,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",265.3449840955349
"2017-06-30",2017,6,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",269.11447368031247
"2017-07-31",2017,7,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",271.6179398029139
"2017-08-31",2017,8,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",274.5336321294374
"2017-09-30",2017,9,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",292.47238905611187
"2017-10-31",2017,10,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",293.11906840229796
"2017-11-30",2017,11,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",297.82638570510323
"2017-12-31",2017,12,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",291.2050165030043
"2018-01-31",2018,1,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",294.3789173568632
"2018-02-28",2018,2,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",293.0368384505858
"2018-03-31",2018,3,"մլրդ դրամ","ՀՀ կենտրոնական բանկի արտաքին պարտք","AMD.2.",293.26896039829495
