date,direction,type,model_name,K_USD,period,ribbon_low,interval,ribbon_high
2024-09-30,Outflow,total,Forecast bats,3995037.6897009225,YoY,3878652.0521483747,0.5,4127616.0591239557
2024-10-31,Outflow,total,Forecast bats,3935899.108752132,YoY,3768950.2186111873,0.5,4127336.599128591
2024-11-30,Outflow,total,Forecast bats,3917613.560929261,YoY,3697778.386236849,0.5,4171232.735720399
2024-12-31,Outflow,total,Forecast bats,3968864.58700433,YoY,3691053.2504686764,0.5,4291294.578517219
2025-01-31,Outflow,total,Forecast bats,3875090.740754555,YoY,3558659.7513682228,0.5,4243768.489125685
2025-02-28,Outflow,total,Forecast bats,3891237.980753416,YoY,3522240.0280084265,0.5,4323403.009350257
2025-03-31,Outflow,total,Forecast bats,3892208.654915969,YoY,3466058.6486249906,0.5,4393962.2890433185
2025-04-30,Outflow,total,Forecast bats,3776908.9148877966,YoY,3296446.4357247213,0.5,4345312.248397665
2025-05-31,Outflow,total,Forecast bats,3781167.6617238866,YoY,3243645.446826446,0.5,4420120.802806155
2025-06-30,Outflow,total,Forecast bats,3814220.1665558657,YoY,3212949.5857463037,0.5,4532567.839120235
2025-07-31,Outflow,total,Forecast bats,3814220.166555866,YoY,3183970.3907156056,0.5,4573319.280435939
2025-08-31,Outflow,total,Forecast bats,3814220.1665558657,YoY,3158691.525872452,0.5,4609571.463882893
2025-09-30,Outflow,total,Forecast bats,3814220.1665558657,YoY,3131648.6812487366,0.5,4649068.63409543
2025-10-31,Outflow,total,Forecast bats,3814220.1665558657,YoY,3104511.7730840216,0.5,4689391.286366717
2025-11-30,Outflow,total,Forecast bats,3814220.1665558657,YoY,3079020.320065334,0.5,4727892.871408881
2025-12-31,Outflow,total,Forecast bats,3814220.1665558647,YoY,3053655.880746405,0.5,4766804.877632292
2026-01-31,Outflow,total,Forecast bats,3814220.1665558657,YoY,3038187.8127122037,0.5,4790892.466838213
2026-02-28,Outflow,total,Forecast bats,3814220.1665558647,YoY,3018775.3090729644,0.5,4821561.094258419
2026-03-31,Outflow,total,Forecast bats,3814220.1665558657,YoY,2999198.3375506676,0.5,4852922.812534786
2026-04-30,Outflow,total,Forecast bats,3814220.166555865,YoY,2981852.87188586,0.5,4881086.539303077
2026-05-31,Outflow,total,Forecast bats,3814220.1665558657,YoY,2964787.408831914,0.5,4909160.156583448
2026-06-30,Outflow,total,Forecast bats,3814220.1665558657,YoY,2946862.897276519,0.5,4939024.0052832095
2024-07-31,Outflow,total,Forecast ets,4060964.9291886203,YoY,4010008.4897623267,0.5,4111921.368614914
2024-08-31,Outflow,total,Forecast ets,4065430.260105841,YoY,3960491.995073154,0.5,4170368.525138527
2024-09-30,Outflow,total,Forecast ets,4047646.7748413053,YoY,3878937.629974475,0.5,4216355.919708136
2024-10-31,Outflow,total,Forecast ets,3973222.5438213623,YoY,3730479.1346795224,0.5,4215965.952963202
2024-11-30,Outflow,total,Forecast ets,3925276.311145267,YoY,3606053.435994158,0.5,4244499.1862963755
2024-12-31,Outflow,total,Forecast ets,3994003.9323087814,YoY,3576406.5127725154,0.5,4411601.351845047
2025-01-31,Outflow,total,Forecast ets,3908849.123521637,YoY,3424940.0835581752,0.5,4392758.1634851
2025-02-28,Outflow,total,Forecast ets,3934810.937489522,YoY,3359297.2519456735,0.5,4510324.623033372
2025-03-31,Outflow,total,Forecast ets,3933163.777998489,YoY,3260275.5360207288,0.5,4606052.01997625
2025-04-30,Outflow,total,Forecast ets,3823041.4140540133,YoY,3053701.8274738663,0.5,4592381.000634162
2025-05-31,Outflow,total,Forecast ets,3810968.2551705483,YoY,2946130.3382028453,0.5,4675806.172138252
2025-06-30,Outflow,total,Forecast ets,3829809.6445241817,YoY,2855590.6562056537,0.5,4804028.63284271
2025-07-31,Outflow,total,Forecast ets,3829810.8208176545,YoY,2773160.7203036975,0.5,4886460.9213316105
2025-08-31,Outflow,total,Forecast ets,3829811.8591437014,YoY,2704784.584652894,0.5,4954839.133634509
2025-09-30,Outflow,total,Forecast ets,3829812.9302992984,YoY,2637656.829967661,0.5,5021969.030630937
2025-10-31,Outflow,total,Forecast ets,3829814.0462395516,YoY,2570535.256784466,0.5,5089092.835694637
2025-11-30,Outflow,total,Forecast ets,3829815.099349593,YoY,2509360.457631766,0.5,5150269.741067419
2025-12-31,Outflow,total,Forecast ets,3829816.352476807,YoY,2438718.6965892185,0.5,5220914.008364394
2026-01-31,Outflow,total,Forecast ets,3829817.1412403714,YoY,2395402.0584598593,0.5,5264232.224020882
2026-02-28,Outflow,total,Forecast ets,3829818.166083218,YoY,2340399.3695399333,0.5,5319236.962626501
2026-03-31,Outflow,total,Forecast ets,3829819.1966232695,YoY,2286203.4195818277,0.5,5373434.973664708
2026-04-30,Outflow,total,Forecast ets,3829820.1667789924,YoY,2236095.5449635014,0.5,5423544.788594482
2026-05-31,Outflow,total,Forecast ets,3829821.0832772236,YoY,2189514.1210211203,0.5,5470128.0455333255
2026-06-30,Outflow,total,Forecast ets,3829822.0881364075,YoY,2139169.866913083,0.5,5520474.309359732
2024-07-31,Outflow,total,Forecast stlm,4025074.877714475,YoY,3984910.196404083,0.5,4065239.559024867
2024-08-31,Outflow,total,Forecast stlm,4006479.6049252,YoY,3918514.8096945966,0.5,4094444.400155803
2024-09-30,Outflow,total,Forecast stlm,3969839.7356752185,YoY,3827409.102366793,0.5,4112270.3689836445
2024-10-31,Outflow,total,Forecast stlm,3880341.343729952,YoY,3677426.156954983,0.5,4083256.5305049215
2024-11-30,Outflow,total,Forecast stlm,3833885.8022197005,YoY,3564936.049493006,0.5,4102835.554946395
2024-12-31,Outflow,total,Forecast stlm,3836675.2135690986,YoY,3496498.852042784,0.5,4176851.5750954137
2025-01-31,Outflow,total,Forecast stlm,3780903.259079219,YoY,3364591.9159828783,0.5,4197214.60217556
2025-02-28,Outflow,total,Forecast stlm,3796566.4861237546,YoY,3299442.7702223766,0.5,4293690.202025133
2025-03-31,Outflow,total,Forecast stlm,3795387.488363806,YoY,3212966.0376922116,0.5,4377808.939035401
2025-04-30,Outflow,total,Forecast stlm,3688767.0285471217,YoY,3016724.7604395356,0.5,4360809.296654707
2025-05-31,Outflow,total,Forecast stlm,3692080.1331836274,YoY,2926232.9198563755,0.5,4457927.346510879
2025-06-30,Outflow,total,Forecast stlm,3705393.581995868,YoY,2841677.5657132873,0.5,4569109.598278448
2025-07-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2780014.6156430244,0.5,4630772.548348712
2025-08-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2722120.6752103483,0.5,4688666.488781388
2025-09-30,Outflow,total,Forecast stlm,3705393.5819958686,YoY,2667107.8457835023,0.5,4743679.318208233
2025-10-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2614401.931938341,0.5,4796385.232053394
2025-11-30,Outflow,total,Forecast stlm,3705393.5819958686,YoY,2563599.3274820405,0.5,4847187.836509695
2025-12-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2514400.4806959503,0.5,4896386.683295786
2026-01-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2466574.3120977436,0.5,4944212.851893992
2026-02-28,Outflow,total,Forecast stlm,3705393.5819958686,YoY,2419937.309294733,0.5,4990849.854697002
2026-03-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2374340.3813719964,0.5,5036446.782619741
2026-04-30,Outflow,total,Forecast stlm,3705393.581995868,YoY,2329660.155047606,0.5,5081127.0089441305
2026-05-31,Outflow,total,Forecast stlm,3705393.581995868,YoY,2285792.972985726,0.5,5124994.19100601
2026-06-30,Outflow,total,Forecast stlm,3705393.581995868,YoY,2242650.617180232,0.5,5168136.546811503
2013-01-31,Inflow,non-commercial,Actual Data,83233.40000000002,month,NA,0.5,NA
2013-02-28,Inflow,non-commercial,Actual Data,103381.67,month,NA,0.5,NA
2013-03-31,Inflow,non-commercial,Actual Data,118854.98,month,NA,0.5,NA
2013-04-30,Inflow,non-commercial,Actual Data,131437.08000000002,month,NA,0.5,NA
2013-05-31,Inflow,non-commercial,Actual Data,140492.10999999996,month,NA,0.5,NA
2013-06-30,Inflow,non-commercial,Actual Data,160920.76,month,NA,0.5,NA
2013-07-31,Inflow,non-commercial,Actual Data,203757.04000000004,month,NA,0.5,NA
2013-08-31,Inflow,non-commercial,Actual Data,197270.34,month,NA,0.5,NA
2013-09-30,Inflow,non-commercial,Actual Data,178934.43,month,NA,0.5,NA
2013-10-31,Inflow,non-commercial,Actual Data,195042.07000000004,month,NA,0.5,NA
2013-11-30,Inflow,non-commercial,Actual Data,168690.84000000005,month,NA,0.5,NA
2013-12-31,Inflow,non-commercial,Actual Data,187780.20999999996,month,NA,0.5,NA
2014-01-31,Inflow,non-commercial,Actual Data,99576.2,month,NA,0.5,NA
2014-02-28,Inflow,non-commercial,Actual Data,105777.32,month,NA,0.5,NA
2014-03-31,Inflow,non-commercial,Actual Data,125663.26000000001,month,NA,0.5,NA
2014-04-30,Inflow,non-commercial,Actual Data,133305.81,month,NA,0.5,NA
2014-05-31,Inflow,non-commercial,Actual Data,144398.37000000002,month,NA,0.5,NA
2014-06-30,Inflow,non-commercial,Actual Data,164132.26,month,NA,0.5,NA
2014-07-31,Inflow,non-commercial,Actual Data,194744.33,month,NA,0.5,NA
2014-08-31,Inflow,non-commercial,Actual Data,185739.42999999993,month,NA,0.5,NA
2014-09-30,Inflow,non-commercial,Actual Data,169743.94000000003,month,NA,0.5,NA
2014-10-31,Inflow,non-commercial,Actual Data,161625.38000000003,month,NA,0.5,NA
2014-11-30,Inflow,non-commercial,Actual Data,116564.10000000002,month,NA,0.5,NA
2014-12-31,Inflow,non-commercial,Actual Data,127287.19999999998,month,NA,0.5,NA
2015-01-31,Inflow,non-commercial,Actual Data,54267.330000000016,month,NA,0.5,NA
2015-02-28,Inflow,non-commercial,Actual Data,68113.19000000002,month,NA,0.5,NA
2015-03-31,Inflow,non-commercial,Actual Data,83961.07999999999,month,NA,0.5,NA
2015-04-30,Inflow,non-commercial,Actual Data,95910.39000000001,month,NA,0.5,NA
2015-05-31,Inflow,non-commercial,Actual Data,106345.05000000003,month,NA,0.5,NA
2015-06-30,Inflow,non-commercial,Actual Data,128537.93,month,NA,0.5,NA
2015-07-31,Inflow,non-commercial,Actual Data,137172.87000000002,month,NA,0.5,NA
2015-08-31,Inflow,non-commercial,Actual Data,114665.60999999999,month,NA,0.5,NA
2015-09-30,Inflow,non-commercial,Actual Data,108150.41000000002,month,NA,0.5,NA
2015-10-31,Inflow,non-commercial,Actual Data,109122.31999999999,month,NA,0.5,NA
2015-11-30,Inflow,non-commercial,Actual Data,98924.07,month,NA,0.5,NA
2015-12-31,Inflow,non-commercial,Actual Data,111367.22000000002,month,NA,0.5,NA
2016-01-31,Inflow,non-commercial,Actual Data,46787.91000000001,month,NA,0.5,NA
2016-02-29,Inflow,non-commercial,Actual Data,62190.28999999999,month,NA,0.5,NA
2016-03-31,Inflow,non-commercial,Actual Data,76846.13,month,NA,0.5,NA
2016-04-30,Inflow,non-commercial,Actual Data,81781.25,month,NA,0.5,NA
2016-05-31,Inflow,non-commercial,Actual Data,89050.9,month,NA,0.5,NA
2016-06-30,Inflow,non-commercial,Actual Data,107366.06999999999,month,NA,0.5,NA
2016-07-31,Inflow,non-commercial,Actual Data,115013.89999999998,month,NA,0.5,NA
2016-08-31,Inflow,non-commercial,Actual Data,121853.94000000002,month,NA,0.5,NA
2016-09-30,Inflow,non-commercial,Actual Data,109122,month,NA,0.5,NA
2016-10-31,Inflow,non-commercial,Actual Data,108075.96,month,NA,0.5,NA
2016-11-30,Inflow,non-commercial,Actual Data,95959.35999999999,month,NA,0.5,NA
2016-12-31,Inflow,non-commercial,Actual Data,117462.74000000002,month,NA,0.5,NA
2017-01-31,Inflow,non-commercial,Actual Data,59450.490000000005,month,NA,0.5,NA
2017-02-28,Inflow,non-commercial,Actual Data,71184.32,month,NA,0.5,NA
2017-03-31,Inflow,non-commercial,Actual Data,86674.94999999998,month,NA,0.5,NA
2017-04-30,Inflow,non-commercial,Actual Data,82380.77000000002,month,NA,0.5,NA
2017-05-31,Inflow,non-commercial,Actual Data,106291.76999999999,month,NA,0.5,NA
2017-06-30,Inflow,non-commercial,Actual Data,113908.63,month,NA,0.5,NA
2017-07-31,Inflow,non-commercial,Actual Data,131290.55,month,NA,0.5,NA
2017-08-31,Inflow,non-commercial,Actual Data,134882.56000000003,month,NA,0.5,NA
2017-09-30,Inflow,non-commercial,Actual Data,121371.87,month,NA,0.5,NA
2017-10-31,Inflow,non-commercial,Actual Data,125485.01000000001,month,NA,0.5,NA
2017-11-30,Inflow,non-commercial,Actual Data,110976.09999999998,month,NA,0.5,NA
2017-12-31,Inflow,non-commercial,Actual Data,131903.39,month,NA,0.5,NA
2018-01-31,Inflow,non-commercial,Actual Data,67727.84000000001,month,NA,0.5,NA
2018-02-28,Inflow,non-commercial,Actual Data,80879.77,month,NA,0.5,NA
2018-03-31,Inflow,non-commercial,Actual Data,92953.39,month,NA,0.5,NA
2018-04-30,Inflow,non-commercial,Actual Data,82435.52,month,NA,0.5,NA
2018-05-31,Inflow,non-commercial,Actual Data,104527.37,month,NA,0.5,NA
2018-06-30,Inflow,non-commercial,Actual Data,124460.62000000001,month,NA,0.5,NA
2018-07-31,Inflow,non-commercial,Actual Data,132733.35,month,NA,0.5,NA
2018-08-31,Inflow,non-commercial,Actual Data,124994.86999999998,month,NA,0.5,NA
2018-09-30,Inflow,non-commercial,Actual Data,107643.85000000002,month,NA,0.5,NA
2018-10-31,Inflow,non-commercial,Actual Data,119314.15,month,NA,0.5,NA
2018-11-30,Inflow,non-commercial,Actual Data,106645.00000000001,month,NA,0.5,NA
2018-12-31,Inflow,non-commercial,Actual Data,115802.39999999997,month,NA,0.5,NA
2019-01-31,Inflow,non-commercial,Actual Data,67110.51,month,NA,0.5,NA
2019-02-28,Inflow,non-commercial,Actual Data,76794.35999999999,month,NA,0.5,NA
2019-03-31,Inflow,non-commercial,Actual Data,86881.17000000003,month,NA,0.5,NA
2019-04-30,Inflow,non-commercial,Actual Data,97866.26,month,NA,0.5,NA
2019-05-31,Inflow,non-commercial,Actual Data,104031.50000000001,month,NA,0.5,NA
2019-06-30,Inflow,non-commercial,Actual Data,111064.85,month,NA,0.5,NA
2019-07-31,Inflow,non-commercial,Actual Data,135482.11,month,NA,0.5,NA
2019-08-31,Inflow,non-commercial,Actual Data,130060.80000000003,month,NA,0.5,NA
2019-09-30,Inflow,non-commercial,Actual Data,117529.60999999999,month,NA,0.5,NA
2019-10-31,Inflow,non-commercial,Actual Data,121208.35,month,NA,0.5,NA
2019-11-30,Inflow,non-commercial,Actual Data,107234.41999999998,month,NA,0.5,NA
2019-12-31,Inflow,non-commercial,Actual Data,126504.30999999998,month,NA,0.5,NA
2020-01-31,Inflow,non-commercial,Actual Data,67845.01000000001,month,NA,0.5,NA
2020-02-29,Inflow,non-commercial,Actual Data,76431.76000000001,month,NA,0.5,NA
2020-03-31,Inflow,non-commercial,Actual Data,71319.90000000004,month,NA,0.5,NA
2020-04-30,Inflow,non-commercial,Actual Data,54539.38999999999,month,NA,0.5,NA
2020-05-31,Inflow,non-commercial,Actual Data,72491.60000000002,month,NA,0.5,NA
2020-06-30,Inflow,non-commercial,Actual Data,115149.08,month,NA,0.5,NA
2020-07-31,Inflow,non-commercial,Actual Data,128871.45,month,NA,0.5,NA
2020-08-31,Inflow,non-commercial,Actual Data,127710.94,month,NA,0.5,NA
2020-09-30,Inflow,non-commercial,Actual Data,137758.78999999998,month,NA,0.5,NA
2020-10-31,Inflow,non-commercial,Actual Data,135308.21,month,NA,0.5,NA
2020-11-30,Inflow,non-commercial,Actual Data,118648.88,month,NA,0.5,NA
2020-12-31,Inflow,non-commercial,Actual Data,145278.55999999997,month,NA,0.5,NA
2021-01-31,Inflow,non-commercial,Actual Data,80533.87999999999,month,NA,0.5,NA
2021-02-28,Inflow,non-commercial,Actual Data,93997.63999999998,month,NA,0.5,NA
2021-03-31,Inflow,non-commercial,Actual Data,115608.41999999998,month,NA,0.5,NA
2021-04-30,Inflow,non-commercial,Actual Data,116465.68999999999,month,NA,0.5,NA
2021-05-31,Inflow,non-commercial,Actual Data,125225.17,month,NA,0.5,NA
2021-06-30,Inflow,non-commercial,Actual Data,143702.2,month,NA,0.5,NA
2021-07-31,Inflow,non-commercial,Actual Data,141206.17000000007,month,NA,0.5,NA
2021-08-31,Inflow,non-commercial,Actual Data,134874.66,month,NA,0.5,NA
2021-09-30,Inflow,non-commercial,Actual Data,133738.31000000003,month,NA,0.5,NA
2021-10-31,Inflow,non-commercial,Actual Data,125716.51999999999,month,NA,0.5,NA
2021-11-30,Inflow,non-commercial,Actual Data,119443.06999999999,month,NA,0.5,NA
2021-12-31,Inflow,non-commercial,Actual Data,136717.34,month,NA,0.5,NA
2022-01-31,Inflow,non-commercial,Actual Data,75978.25999999995,month,NA,0.5,NA
2022-02-28,Inflow,non-commercial,Actual Data,85772.67,month,NA,0.5,NA
2022-03-31,Inflow,non-commercial,Actual Data,92607.07999999997,month,NA,0.5,NA
2022-04-30,Inflow,non-commercial,Actual Data,137946.99999999997,month,NA,0.5,NA
2022-05-31,Inflow,non-commercial,Actual Data,207400.03,month,NA,0.5,NA
2022-06-30,Inflow,non-commercial,Actual Data,259996.96,month,NA,0.5,NA
2022-07-31,Inflow,non-commercial,Actual Data,219998.1,month,NA,0.5,NA
2022-08-31,Inflow,non-commercial,Actual Data,196097.01000000004,month,NA,0.5,NA
2022-09-30,Inflow,non-commercial,Actual Data,194300.13,month,NA,0.5,NA
2022-10-31,Inflow,non-commercial,Actual Data,179841.36999999997,month,NA,0.5,NA
2022-11-30,Inflow,non-commercial,Actual Data,173135.41000000003,month,NA,0.5,NA
2022-12-31,Inflow,non-commercial,Actual Data,174993.15999999995,month,NA,0.5,NA
2023-01-31,Inflow,non-commercial,Actual Data,103634.64000000003,month,NA,0.5,NA
2023-02-28,Inflow,non-commercial,Actual Data,110018.57000000002,month,NA,0.5,NA
2023-03-31,Inflow,non-commercial,Actual Data,125971.53000000001,month,NA,0.5,NA
2023-04-30,Inflow,non-commercial,Actual Data,109317.51,month,NA,0.5,NA
2023-05-31,Inflow,non-commercial,Actual Data,130944.07000000004,month,NA,0.5,NA
2023-06-30,Inflow,non-commercial,Actual Data,128040.46,month,NA,0.5,NA
2023-07-31,Inflow,non-commercial,Actual Data,116738.09000000001,month,NA,0.5,NA
2023-08-31,Inflow,non-commercial,Actual Data,107943.16,month,NA,0.5,NA
2023-09-30,Inflow,non-commercial,Actual Data,93947.37,month,NA,0.5,NA
2023-10-31,Inflow,non-commercial,Actual Data,99086.81,month,NA,0.5,NA
2023-11-30,Inflow,non-commercial,Actual Data,87686.71,month,NA,0.5,NA
2023-12-31,Inflow,non-commercial,Actual Data,102275.33,month,NA,0.5,NA
2024-01-31,Inflow,non-commercial,Actual Data,69915.04,month,NA,0.5,NA
2024-02-29,Inflow,non-commercial,Actual Data,75179.59,month,NA,0.5,NA
2024-03-31,Inflow,non-commercial,Actual Data,80391.64,month,NA,0.5,NA
2024-04-30,Inflow,non-commercial,Actual Data,81403.79,month,NA,0.5,NA
2024-05-31,Inflow,non-commercial,Actual Data,86064.72,month,NA,0.5,NA
2024-06-30,Inflow,non-commercial,Actual Data,81336.58,month,NA,0.5,NA
2024-07-31,Inflow,non-commercial,Forecast auto.arima,76496.74904300348,month,67434.23859050652,0.5,85559.25949550045
2024-08-31,Inflow,non-commercial,Forecast auto.arima,74867.00586724002,month,60981.96817442599,0.5,88752.04356005405
2024-09-30,Inflow,non-commercial,Forecast auto.arima,75245.84175979439,month,58527.2430401604,0.5,91964.44047942839
2024-10-31,Inflow,non-commercial,Forecast auto.arima,79917.11691758358,month,61276.785242200785,0.5,98557.44859296638
2024-11-30,Inflow,non-commercial,Forecast auto.arima,74439.37121519982,month,54421.745525110746,0.5,94456.99690528889
2024-12-31,Inflow,non-commercial,Forecast auto.arima,93501.9911811748,month,72468.14300340552,0.5,114535.83935894408
2025-01-31,Inflow,non-commercial,Forecast auto.arima,43401.080570330465,month,21604.023146916596,0.5,65198.137993744334
2025-02-28,Inflow,non-commercial,Forecast auto.arima,55753.42542660657,month,33376.394947319284,0.5,78130.45590589385
2025-03-31,Inflow,non-commercial,Forecast auto.arima,69274.01659933632,month,46452.81001762106,0.5,92095.22318105158
2025-04-30,Inflow,non-commercial,Forecast auto.arima,75285.69818484302,month,52122.38425186436,0.5,98449.01211782167
2025-05-31,Inflow,non-commercial,Forecast auto.arima,98647.31027354569,month,75219.41383625542,0.5,122075.20671083596
2025-06-30,Inflow,non-commercial,Forecast auto.arima,114001.94638649898,month,90368.79941822245,0.5,137635.0933547755
2025-07-31,Inflow,non-commercial,Forecast auto.arima,110036.1853355256,month,85766.54959167265,0.5,134305.82107937854
2025-08-31,Inflow,non-commercial,Forecast auto.arima,104556.95769182114,month,79638.0314242858,0.5,129475.88395935648
2025-09-30,Inflow,non-commercial,Forecast auto.arima,101528.13319897649,month,76112.04716170212,0.5,126944.21923625085
2025-10-31,Inflow,non-commercial,Forecast auto.arima,103182.86175190852,month,77383.94747576577,0.5,128981.77602805127
2025-11-30,Inflow,non-commercial,Forecast auto.arima,95034.79319157079,month,68939.8903479944,0.5,121129.69603514718
2025-12-31,Inflow,non-commercial,Forecast auto.arima,111733.57626066841,month,85409.15671742316,0.5,138057.99580391365
2026-01-31,Inflow,non-commercial,Forecast auto.arima,59540.137827431805,month,33037.275202536424,0.5,86043.0004523272
2026-02-28,Inflow,non-commercial,Forecast auto.arima,70040.12447182366,month,43398.15314966802,0.5,96682.0957939793
2026-03-31,Inflow,non-commercial,Forecast auto.arima,81920.96160715556,month,55170.49232433493,0.5,108671.4308899762
2026-04-30,Inflow,non-commercial,Forecast auto.arima,86481.09171308778,month,59645.91424166884,0.5,113316.26918450672
2026-05-31,Inflow,non-commercial,Forecast auto.arima,108557.75395577667,month,81656.39222181097,0.5,135459.11568974238
2026-06-30,Inflow,non-commercial,Forecast auto.arima,122774.92017530608,month,95821.81950411838,0.5,149728.02084649378
2024-07-31,Inflow,non-commercial,Forecast bats,89377.7923869873,month,83522.87608047476,0.5,95642.81707255602
2024-08-31,Inflow,non-commercial,Forecast bats,90814.68373306323,month,82447.38208472087,0.5,100030.47577615663
2024-09-30,Inflow,non-commercial,Forecast bats,88841.67941942651,month,79328.57718982338,0.5,99494.66893058222
2024-10-31,Inflow,non-commercial,Forecast bats,93869.33792407022,month,82924.94540539364,0.5,106256.98072416068
2024-11-30,Inflow,non-commercial,Forecast bats,86541.70695387303,month,75900.24491207997,0.5,98673.90387785315
2024-12-31,Inflow,non-commercial,Forecast bats,101976.58855209424,month,88994.4901874832,0.5,116850.88203028639
2025-01-31,Inflow,non-commercial,Forecast bats,55546.742420100396,month,48305.199793265005,0.5,63872.97671531404
2025-02-28,Inflow,non-commercial,Forecast bats,66871.89575577529,month,58015.51405426371,0.5,77079.12291998272
2025-03-31,Inflow,non-commercial,Forecast bats,78147.50193073381,month,67686.36582284466,0.5,90224.0864248387
2025-04-30,Inflow,non-commercial,Forecast bats,82034.12296143276,month,70972.21533693979,0.5,94818.72350892915
2025-05-31,Inflow,non-commercial,Forecast bats,97922.04157224833,month,84654.13625491451,0.5,113267.69288580312
2025-06-30,Inflow,non-commercial,Forecast bats,114433.4477429815,month,98879.53528398466,0.5,132431.96476707992
2025-07-31,Inflow,non-commercial,Forecast bats,123713.44066300293,month,106874.60398458934,0.5,143203.1282775607
2025-08-31,Inflow,non-commercial,Forecast bats,120391.96007682211,month,103983.65180108887,0.5,139387.27849144724
2025-09-30,Inflow,non-commercial,Forecast bats,113449.85930763838,month,97975.2720666744,0.5,131366.5114778322
2025-10-31,Inflow,non-commercial,Forecast bats,116040.39438634101,month,100206.12676390243,0.5,134374.64584565064
2025-11-30,Inflow,non-commercial,Forecast bats,104013.48348073743,month,89816.47744380783,0.5,120452.6826360901
2025-12-31,Inflow,non-commercial,Forecast bats,119605.99277922744,month,103281.04677948546,0.5,138509.14930069496
2026-01-31,Inflow,non-commercial,Forecast bats,63788.575444818234,month,55078.28866609567,0.5,73875.18388819533
2026-02-28,Inflow,non-commercial,Forecast bats,75395.16388525463,month,65101.16480355013,0.5,87315.51656010955
2026-03-31,Inflow,non-commercial,Forecast bats,86714.64868265716,month,74876.11064105664,0.5,100423.38803720713
2026-04-30,Inflow,non-commercial,Forecast bats,89778.47644121131,month,77521.38194808831,0.5,103971.9440656447
2026-05-31,Inflow,non-commercial,Forecast bats,105889.29485033725,month,91432.97802707246,0.5,122629.35839476106
2026-06-30,Inflow,non-commercial,Forecast bats,122464.64525441245,month,105744.74775640035,0.5,141826.0019120716
2024-07-31,Inflow,non-commercial,Forecast ets,88604.7587174268,month,82304.99222334792,0.5,94904.52521150568
2024-08-31,Inflow,non-commercial,Forecast ets,84775.43404430292,month,76233.216314195,0.5,93317.65177441084
2024-09-30,Inflow,non-commercial,Forecast ets,79571.47526186981,month,69726.56340763335,0.5,89416.38711610627
2024-10-31,Inflow,non-commercial,Forecast ets,80256.45903500433,month,68760.07803333593,0.5,91752.84003667273
2024-11-30,Inflow,non-commercial,Forecast ets,69960.57659469133,month,58725.71040065331,0.5,81195.44278872936
2024-12-31,Inflow,non-commercial,Forecast ets,78410.33800001878,month,64578.86484214016,0.5,92241.81115789739
2025-01-31,Inflow,non-commercial,Forecast ets,41669.36761830265,month,33708.0866076456,0.5,49630.648628959694
2025-02-28,Inflow,non-commercial,Forecast ets,48064.122553562636,month,38219.79332988629,0.5,57908.45177723898
2025-03-31,Inflow,non-commercial,Forecast ets,54926.11741763631,month,42960.70137681668,0.5,66891.53345845595
2025-04-30,Inflow,non-commercial,Forecast ets,57977.732892473636,month,44627.151689353785,0.5,71328.31409559348
2025-05-31,Inflow,non-commercial,Forecast ets,68544.28533986142,month,51943.785243011596,0.5,85144.78543671124
2025-06-30,Inflow,non-commercial,Forecast ets,81361.16250695975,month,60722.619767467244,0.5,101999.70524645226
2025-07-31,Inflow,non-commercial,Forecast ets,88604.91320307528,month,65144.97696016679,0.5,112064.84944598377
2025-08-31,Inflow,non-commercial,Forecast ets,84775.58185338331,month,61416.53986895189,0.5,108134.62383781472
2025-09-30,Inflow,non-commercial,Forecast ets,79571.61399765707,month,56812.803029358605,0.5,102330.42496595554
2025-10-31,Inflow,non-commercial,Forecast ets,80256.59896508594,month,56481.92182584555,0.5,104031.27610432633
2025-11-30,Inflow,non-commercial,Forecast ets,69960.69857352406,month,48537.559830061626,0.5,91383.8373169865
2025-12-31,Inflow,non-commercial,Forecast ets,78410.47471132061,month,53633.52108120387,0.5,103187.42834143735
2026-01-31,Inflow,non-commercial,Forecast ets,41669.44027037429,month,28102.949590509998,0.5,55235.93095023858
2026-02-28,Inflow,non-commercial,Forecast ets,48064.20635512419,month,31963.397793018954,0.5,64165.01491722942
2026-03-31,Inflow,non-commercial,Forecast ets,54926.213183337735,month,36018.43803233045,0.5,73833.98833434502
2026-04-30,Inflow,non-commercial,Forecast ets,57977.833978778624,month,37491.37067967368,0.5,78464.29727788357
2026-05-31,Inflow,non-commercial,Forecast ets,68544.40484933837,month,43708.81713318051,0.5,93379.99256549624
2026-06-30,Inflow,non-commercial,Forecast ets,81361.30436313241,month,51161.14860522402,0.5,111561.4601210408
2024-07-31,Inflow,non-commercial,Forecast stlm,83414.03314233267,month,79714.84640317578,0.5,87113.21988148958
2024-08-31,Inflow,non-commercial,Forecast stlm,75715.24832003725,month,70472.1287121659,0.5,80958.3679279086
2024-09-30,Inflow,non-commercial,Forecast stlm,69271.7597184091,month,62835.70323596558,0.5,75707.81620085263
