"date","nace_2_code","type_arm","type_eng","name_arm","name_eng","wages","wages_corrected","wages_cumulative","employees"
"2018-03-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",560283,560283,550807,9447
"2018-03-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",144710,144710,140169.66666666666,6470
"2018-03-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",113512,113512,NA,NA
"2018-03-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-03-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-03-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",113411,113411,115568.66666666667,5788
"2018-03-31","A-S","Ընդամենը","Total","Ընդամենը","Total",167422,167422,166911,533822
"2018-03-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",371784,371784,397601.6666666667,9423
"2018-03-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",155559,155559,152923,57859
"2018-03-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",224078,224078,250817.66666666666,20880
"2018-03-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",148020,148020,151937.66666666666,6669
"2018-03-31","F","Ընդամենը","Total","Շինարարություն","Construction",185712,185712,181389,17447
"2018-03-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",125523,125523,124150.66666666667,75977
"2018-03-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",163833,163833,163630.33333333334,19956
"2018-03-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",102569,102569,103697.66666666667,17393
"2018-03-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",379091,379091,376327,20938
"2018-03-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",409575,409575,378423.3333333333,19770
"2018-03-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",123918,123918,123403.66666666667,7820
"2018-03-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",181627,181627,175110.66666666666,19754
"2018-03-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",130510,130510,128923.33333333333,11983
"2018-03-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",220398,220398,223117,37513
"2018-03-31","P","Ընդամենը","Total","Կրթություն","Education",112530,112530,112762.66666666667,111629
"2018-03-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",139745,139745,138476.66666666666,43929
"2018-03-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",115078,115078,114614,16079
"2018-03-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",133907,133907,125027.33333333333,13015
"2018-04-30","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",563220,563220,555611.5,9447
"2018-04-30","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",234814,234814,214788.5,1358
"2018-04-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",270178,270178,NA,NA
"2018-04-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-04-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-04-30","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",108435,108435,113640.25,5170
"2018-04-30","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",183294,183294,183512,332498
"2018-04-30","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",373450,373450,391563.75,9475
"2018-04-30","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",150084,150084,152213.25,58281
"2018-04-30","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",226216,226216,240495.25,19041
"2018-04-30","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",179682,179682,173925.25,5055
"2018-04-30","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",184483,184483,182288,18000
"2018-04-30","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",123952,123952,124101,77031
"2018-04-30","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",152858,152858,155139.25,11790
"2018-04-30","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",102738,102738,103457.75,17547
